,phrase,sentiment values
3501,temer run two hour,0.23611
3502,pop thriller,0.52778
3503,even touch stori .,0.69444
3504,permit time space convinc us,0.55556
3505,", well-worn video box cover",0.68056
3506,", ,",0.58333
3507,"need stay touch skin , 18 80",0.5
3508,"'s someth potenti , movi decid , like lavinia , go conserv rout .",0.45833
3509,second instal,0.51389
3510,mood,0.5
3511,budget affair expos gener sad exist bedouin,0.56944
3512,crossing-ov mumbo jumbo,0.29167
3513,robert duval ! c'mon,0.47222
3514,inde duti art reflect life,0.77778
3515,frida kahlo,0.5
3516,( solondz 's ) cool compass,0.63889
3517,myer longer simpli spoof mini-mod-mad '60 spi movi,0.57292
3518,battl,0.52778
3519,like find next inevit incarn love boat,0.34722
3520,", profesor de idioma , todo aquel que dese una lengua para expresar su amor .",0.5
3521,equat obscur profund,0.41667
3522,julia robert,0.5
3523,appear lost translat time . import earnest movi seem miss great deal acerb reparte play,0.4305600000000001
3524,realli found groov day,0.80556
3525,worth see ambros 's perform,0.76389
3526,five contemporari individu,0.65278
3527,"littl human ,",0.54167
3528,stori 's undeni hard follow,0.375
3529,devoid joy energi,0.22222
3530,guest,0.55556
3531,might deliv,0.66667
3532,pg-13 rate,0.5
3533,patienc,0.31944
3534,peopl connect express love,0.80556
3535,clever devolv,0.59722
3536,pretti much self-cent,0.45833
3537,shaki foundat,0.56944
3538,fan produc,0.5
3539,camp,0.5
3540,"dispos , kitchen-sink homag illustr whole often less sum part today 's hollywood",0.11111
3541,closet full skeleton,0.44444
3542,vincent,0.5
3543,categori film,0.5
3544,two hour fli -- opera 's pleasur n't endur intermiss -- even,0.59722
3545,anim planet,0.5
3546,"claud chabrol thriller without thrill ,",0.38889
3547,bottom barrel,0.47222
3548,ignor filmmak clearli believ,0.31944
3549,cleti tout,0.5
3550,littl,0.5
3551,"cram incid ,",0.4305600000000001
3552,"submarin flick , half ghost stori",0.55556
3553,welcom,0.5
3554,thank remark perform,0.86111
3555,"sit back , relax laugh littl one get fuzzi treat . '",0.73611
3556,etoil,0.5
3557,"canni crowd pleaser , last kiss ... provid enough sentiment catharsi satisfi even multiplex",0.77778
3558,"movi strong messag never give love one ,",0.52778
3559,becom almost operat us charact,0.38889
3560,"say least , mention inappropri wildli undeserv",0.38889
3561,liber season emot outburst,0.66667
3562,categori,0.69444
3563,psycholog,0.61111
3564,die matter week movi 's releas,0.34722
3565,field,0.5
3566,"big-budget , after-school special",0.31944
3567,young turk,0.5
3568,hill,0.5
3569,access,0.68056
3570,young monarch whose sexual passion husband becom obsess .,0.5
3571,-- dare say twice --,0.40278
3572,pabst,0.5
3573,may believ,0.51389
3574,'ll entertain get hit bu .,0.083333
3575,actress work,0.54167
3576,televis monitor,0.5
3577,angel dirti face ' appear 1938,0.52778
3578,"begin promis , run",0.25
3579,"written ,",0.5
3580,dramat construct,0.58333
3581,'s easier chang sheet chang hackney concept come dream romant comedi,0.34722
3582,gay audienc,0.5
3583,voic rather unexcept,0.38889
3584,intim quaint realiti littl closer human natur hollywood typic concoct,0.75
3585,"enjoy movi superfici way , never sure purpos",0.5
3586,person cinema,0.58333
3587,great-grandson 's,0.5
3588,power movi,0.45833
3589,screenplay ingeni construct,0.75
3590,harrow account psycholog breakdown,0.56944
3591,"start tremend promis , introduc intrigu allur premis , fall prey boatload screenwrit clich sink faster leaki freighter",0.13889
3592,", person work yet",0.77778
3593,crack,0.4305600000000001
3594,amiabl,0.625
3595,win new viewer,0.54167
3596,new direct,0.55556
3597,fierc commit,0.81944
3598,known superflu not hill,0.51389
3599,tri guess order kid hous gore .,0.38889
3600,"weav spell , disturbingli close-up look damag psych subtl undercurr danger . awkward structur keep break spell .",0.55556
3601,"mistak fact hybrid miss impact disney classic , even excel 1934 mgm version",0.34722
3602,"charact ' choic , good ill",0.72222
3603,spin tale one,0.55556
3604,collect,0.48611
3605,cinemat predecessor,0.5
3606,hannib would say,0.5
3607,founder,0.5
3608,"tini two seater plane carri giant camera around australia , sweep glide , bank",0.51389
3609,two-way time-switch,0.5
3610,"think make sens , someth happen tell sens .",0.30556
3611,charact interest,0.75
3612,"'re silli hack-and-slash flick , wrong jason x.",0.61111
3613,'s realli much sens action,0.5
3614,brim idea,0.61111
3615,portent content,0.5
3616,"slow , dri",0.25
3617,"leav want , mention leav laugh smile face",0.875
3618,familiar stori,0.51389
3619,watch past second commerci break,0.5
3620,hogan,0.5
3621,enigmat featur,0.61111
3622,"sensit , move",0.76389
3623,sink,0.41667
3624,intern danc world music,0.55556
3625,intox experi .,0.93056
3626,legal blond,0.52778
3627,mr. spielberg 's 1993 classic,0.625
3628,masquerad work,0.45833
3629,effect cheap moment fright dread,0.69444
3630,"'re fan , includ segment 12 song reunion concert",0.44444
3631,"cours , object measur",0.5
3632,beast,0.51389
3633,alreadi like sort thing,0.5
3634,might call iranian,0.5
3635,irwin director never come adequ reason pay money get televis free .,0.13889
3636,use georg luci 's obviou differ ignit spark,0.63889
3637,step,0.5
3638,real danger,0.52778
3639,better act -- far less crass - recent effort,0.56944
3640,peopl whose live anyth,0.5
3641,"hollywood , funni premis kid start pull stunt even steven spielberg would know",0.48611
3642,"'s kind insult , men women",0.20833
3643,engag overview,0.63889
3644,faith,0.72222
3645,may put insid outsid alik,0.5
3646,"must failur life , 's driven ambit n't know fun",0.40278
3647,fall prey contradict afflict mani movi writer,0.48611
3648,time-vault literari pretens,0.30556
3649,evapor,0.5
3650,soft land,0.51389
3651,awar,0.52778
3652,"worth see , talk sing head",0.875
3653,molto superficial,0.38889
3654,scene sensibl,0.58333
3655,"simplic put exclam point fact n't someth taken serious ,",0.48611
3656,suggest,0.5
3657,pure abstract,0.61111
3658,believ anyon would realli buy stuff,0.13889
3659,creepi slice gothic rural americana,0.38889
3660,moment captur erot intimaci way make american love stori look downright unfre,0.73611
3661,after-school special imagin,0.41667
3662,left pass ' chopsocki glori,0.38889
3663,truli gorgeou behold .,0.94444
3664,"capit popular vin diesel , seth green barri pepper .",0.52778
3665,a-team,0.58333
3666,temper,0.52778
3667,learn life,0.52778
3668,provoc .,0.55556
3669,fierc struggl pull free danger domin mother,0.47222
3670,reli much,0.33333
3671,better messag,0.66667
3672,flick damn good .,0.95833
3673,", `` bedroom , '' moretti 's film",0.5
3674,make teeth hurt,0.38889
3675,saddest film ever seen still manag uplift overli sentiment,0.72222
3676,"funni , smart , visual invent",0.79167
3677,"fact come closer anyon could desir cheap , graceless , hackney sci-fi serial '30 '40 .",0.069444
3678,roman polanski 's autobiograph gestur redempt,0.55556
3679,'s also one smartest,0.73611
3680,undeni intrigu film,0.73611
3681,"remark fuddl motiv context , drain dramat substanc would shake us boot ( cinema seat )",0.19444
3682,film entir success,0.30556
3683,see robin william psycho killer,0.47222
3684,origin,0.51389
3685,bad high school product greas,0.19444
3686,note defianc social dictat,0.55556
3687,"glum , numb experi watch fantasma",0.13889
3688,'s fanboy ` ? ',0.55556
3689,significantli differ ( better ) film theme,0.77778
3690,scorchingli plot dramat scenario good,0.38889
3691,captur effect tragic death hip-hop cultur,0.55556
3692,collect serial killer card,0.44444
3693,take entir stale concept,0.36111
3694,guy,0.5
3695,crummi,0.11111
3696,stuck inarticul screenplay,0.15278
3697,concept doofu,0.30556
3698,everi day better,0.47222
3699,", obviou , preposter , movi like set caus woman warrior back decad .",0.25
3700,gift gener nightmarish imag hard burn brain .,0.40278
3701,invari shake formula make interest .,0.88889
3702,enjoy close look,0.72222
3703,"bond 's tire formula gun , girl gadget",0.48611
3704,"ray liotta jason patric best work underwritten role , n't fool :",0.70833
3705,ill-conceiv,0.27778
3706,aspir,0.31944
3707,encompass potent metaphor countri still deal fascist past,0.41667
3708,set ms. birot 's film apart other genr,0.56944
3709,actual compel look young woman 's tragic odyssey,0.47222
3710,animatron bear,0.4305600000000001
3711,energ,0.81944
3712,", game even rig two centuri ago .",0.29167
3713,human kind hope,0.65278
3714,uneasi,0.375
3715,"hit all-tim low soror boy , whose maker appar believ women 's cloth cover defici act , write direct .",0.30556
3716,sun,0.5
3717,beguil splash pastel color prankish comedi disney,0.80556
3718,felt fantasi director 's travel,0.68056
3719,secondari american psycho,0.45833
3720,psycholog thriller,0.72222
3721,"tie thing togeth , neatli ,",0.73611
3722,ca n't,0.44444
3723,"death smoochi tell moldy-oldi , not-nearli - as-nasti - as-it - thinks-it-i joke .",0.33333
3724,"... tri captur novel 's deeper intim reson , film -- iron -",0.5
3725,action movi excess remain heartless,0.20833
3726,show deepli felt emot draw peopl togeth across wall might otherwis separ,0.70833
3727,want slap,0.16667
3728,nomin oscar next year,0.72222
3729,life-s,0.5
3730,,0.4305600000000001
3731,entertain final hour,0.52778
3732,steven,0.5
3733,made cheap .,0.38889
3734,"also , believ , immens entertain , david goliath stori 's still much play",0.81944
3735,'s waltz art film pantheon,0.61111
3736,martin scorces 's,0.5
3737,soderbergh fan,0.52778
3738,passion,0.63889
3739,harrison 's flower,0.44444
3740,ugli movi,0.16667
3741,"movi load good intent ,",0.45833
3742,outrag,0.5
3743,"jaw-drop action sequenc , strike villain , gorgeou color palett , astound technolog",0.8472200000000001
3744,film take insid rhythm subject : experi watch .,0.76389
3745,cast spooki net,0.66667
3746,sam clue,0.5
3747,"no-fril docu-dogma plain ,",0.47222
3748,surpris,0.51389
3749,'s danger go wrong,0.27778
3750,saturday matine,0.44444
3751,moodi,0.5
3752,"come mind , watch eric rohmer 's tribut courag scottish ladi",0.68056
3753,"seem sincer ,",0.70833
3754,", come think ,",0.5
3755,,0.51389
3756,becom anoth kung-fu sci-fi movi silli action sequenc,0.375
3757,cool bit,0.58333
3758,middl,0.5
3759,weak movi,0.33333
3760,'s appar,0.5
3761,nightmar,0.29167
3762,well-craft famili film,0.77778
3763,least inspir,0.33333
3764,tenth instal,0.55556
3765,graduat,0.625
3766,"vardalo ' humor , transcend ethnic boundari",0.68056
3767,renaiss,0.51389
3768,embroil,0.5
3769,slowli,0.33333
3770,cri spi -- would latest laziest imagin vintage-tv spinoff capabl engend emot respons kind .,0.125
3771,innocu game fill-in,0.30556
3772,purgatori counti,0.33333
3773,person descent post-breakup perdit,0.38889
3774,modest messi metaphys thriller offer question answer .,0.36111
3775,shapelessli,0.29167
3776,world meaningless activ,0.33333
3777,right home,0.69444
3778,like buri new environ,0.55556
3779,genuin excit,0.8333299999999999
3780,barrel along,0.52778
3781,everyth blue crush one form,0.4305600000000001
3782,never,0.5
3783,could give anyon case fright,0.5
3784,kinda wrong,0.34722
3785,felt vividli detail stori newcom strang new world,0.75
3786,underst,0.52778
3787,"master screenwrit come courtesi john pogu , yale grad previous gave us `` skull ''",0.80556
3788,"premis smart , execut pretti weari .",0.36111
3789,movi essenti seri fleetingli interest actor ' moment .,0.58333
3790,one formula seem auto-pilot,0.29167
3791,bombast self-glorif feel-good fiasco like antwon fisher emperor 's club time,0.66667
3792,drink,0.5
3793,may enjoy free ride critic afford clint eastwood lazi bloodwork,0.22222
3794,difficult shoot,0.56944
3795,grievou obscur complaint,0.36111
3796,feebl,0.31944
3797,n't bother,0.27778
3798,like great documentari ... goe one truth ( ford administr 's complic tear ` orphan ' mother ) stumbl upon other even compel .,0.52778
3799,"'s assur , wonder respect past thrill enough make abundantli clear movi phenomenon reinvent new gener .",0.72222
3800,black manhood,0.48611
3801,1.2 million palestinian live crowd citi refuge camp gaza,0.5
3802,"fluidli stori , charm result",0.86111
3803,taken serious,0.77778
3804,america israel,0.5
3805,descend message-mong moral good qualiti obscur,0.36111
3806,gaze window,0.5
3807,imagin anybodi abl tear eye away screen,0.56944
3808,plain pedestrian catsup --,0.19444
3809,captur chao urban conflagr furi,0.73611
3810,"relentless , polish wit withstand inept school product , even oliv parker 's movi adapt",0.61111
3811,"familiar tale , one 's told countless filmmak italian - , chines - , irish - , latin - , indian - , russian - hyphen american young men struggl balanc conflict cultur messag",0.44444
3812,"winc , clutch chest",0.44444
3813,"... airless , prepackag julia robert wannab stink badli hard-sel image-mong 'll wonder lopez 's publicist share screenwrit credit .",0.125
3814,care bottom line,0.48611
3815,hide pinocchio,0.5
3816,documentari ever,0.5
3817,pay price intric intellectu gamesmanship .,0.70833
3818,"chang america ,",0.56944
3819,mr,0.48611
3820,one form,0.5
3821,teen sex,0.5
3822,popular power,0.76389
3823,devastatingli tell impact,0.41667
3824,"get william ' usual tear smile , sneer bile",0.48611
3825,film present audaci tour past take within warm embrac bounti cultur artifact insid st . petersburg,0.66667
3826,"previou collabor , miss congeni",0.5
3827,everyon involv,0.5
3828,blue brother almost,0.5
3829,go picture-perfect beach sunset .,0.52778
3830,one way,0.5
3831,saw movi,0.5
3832,much plate realli stay afloat nineti minut run time .,0.34722
3833,one art-hous moviego like find compel,0.70833
3834,smart barb enough older viewer,0.20833
3835,"'s go make splash even greater arnold schwarzenegg , jean-claud van damm steven segal",0.70833
3836,underli order,0.5
3837,perhap explod,0.45833
3838,sequel,0.65278
3839,"pumpkin take admir look hypocrisi polit correct , uneven tone never know humor end tragedi begin .",0.31944
3840,ca n't recommend .,0.25
3841,telephon,0.5
3842,brush-up cours,0.5
3843,told fairli well,0.70833
3844,margin compet,0.47222
3845,! run,0.4305600000000001
3846,learnt storytel movi,0.30556
3847,stick,0.52778
3848,"taut ,",0.4305600000000001
3849,affect kurd,0.61111
3850,develop energi level,0.5
3851,knot,0.5
3852,intermin,0.5
3853,'',0.5
3854,persona,0.5
3855,first question ask bad compani,0.5
3856,von sychowski,0.5
3857,thin line likabl old-fashion fuddy-duddi,0.4305600000000001
3858,"'s also built faulti premis , one follow melodrama silli .",0.11111
3859,"move , adventur",0.8472200000000001
3860,respect one underr profession deserv rare receiv,0.63889
3861,even 've seen `` stomp '',0.5
3862,big metaphor wave,0.5
3863,'s gloriou spectacl like d.w. griffith made earli day silent film,0.77778
3864,painterli,0.55556
3865,element lack pyscholog center knock flat .,0.38889
3866,"sharp , overmanipul hollywood practic",0.26389
3867,rememb 1934 victor fleme classic,0.56944
3868,trust,0.61111
3869,made vittorio de sica proud,0.75
3870,unimagin comedian,0.26389
3871,unapproach,0.33333
3872,virtual absent,0.34722
3873,'s die fall,0.41667
3874,littl lukewarm,0.375
3875,hollywood end share belli laugh ( includ knockout close line ),0.51389
3876,era justic,0.56944
3877,offer flicker remind tie bind us,0.73611
3878,holiday messag 37-minut santa vs . snowman leav lot desir .,0.20833
3879,gangster movi capac surpris .,0.77778
3880,"( sport ) admir energi , full-bodi character narr urgenc .",0.75
3881,"wedgi heaven . anyon els may , whatev reason , think go see movi herebi given fair warn",0.38889
